"Genus","stage","extinct","mass_ext","log_range","log_bodysize"
"Amphilichas",5,0,0,1.430717948,0.775806089
"Amphilichas",6,0,0,1.12883675,0.775806089
"Amphilichas",7,1,0,1.494972604,0.775806089
"Ampyx",1,0,0,-1.305024977,0.071808088
"Ampyx",2,0,0,1.700951609,0.071808088
"Ampyx",4,0,0,1.145456914,0.071808088
"Ampyx",5,0,0,1.076542757,0.071808088
"Ampyx",6,0,0,0.838117546,0.071808088
"Ampyx",9,0,0,-1.025088558,0.071808088
"Ampyx",15,1,0,0,0.071808088
"Ampyxina",4,0,0,0.89145803,-1.260210158
"Ampyxina",5,0,0,0.361906049,-1.260210158
"Ampyxina",6,1,0,-1.185468733,-1.260210158
"Ampyxinella",6,1,0,0.369685815,-1.08847328
"Ampyxoides",4,0,0,-1.234632203,-2.335258415
"Ampyxoides",5,1,0,-0.945683692,-2.335258415
"Anataphrus",6,1,0,-1.185468733,-0.316915092
"Anchiopella",18,0,0,1.065262214,1.067356866
"Anchiopella",19,1,0,1.089149417,1.067356866
"Anebolithus",4,1,0,-1.234632203,-0.812866456
"Angelina",1,1,0,0.94663804,1.008040483
"Annamitella",1,0,0,-1.305024977,-0.368290749
"Annamitella",2,0,0,0,-0.368290749
"Annamitella",4,1,0,1.067983803,-0.368290749
"Apatokephaloides",1,1,0,-0.156536272,-1.113713641
"Apatokephalops",1,1,0,0.711696364,-0.937373379
"Apatokephalus",1,0,0,1.064497229,0.458098059
"Apatokephalus",2,0,0,1.671545002,0.458098059
"Apatokephalus",4,1,0,-1.234632203,0.458098059
"Araiopleura",1,1,0,-1.305024977,-2.29833233
"Archegonus",23,0,0,-1.201483295,-0.24383316
"Archegonus",24,1,0,0.389246213,-0.24383316
"Arctinurus",9,0,0,0.144221206,1.857977618
"Arctinurus",10,0,0,0.539657038,1.857977618
"Arctinurus",11,0,0,0.852745865,1.857977618
"Arctinurus",12,1,0,-1.009377896,1.857977618
"Areia",4,1,0,-1.234632203,-0.037820166
"Asaphellina",1,0,0,0.866567377,1.061020731
"Asaphellina",2,1,0,-0.73925552,1.061020731
"Asaphellus",1,0,0,1.078759002,1.479967117
"Asaphellus",2,0,0,1.702141262,1.479967117
"Asaphellus",4,1,0,1.067923044,1.479967117
"Asaphopsis",1,1,0,0.886424434,1.091889182
"Asaphopsoides",1,0,0,-1.305024977,1.013141936
"Asaphopsoides",2,1,0,1.676260717,1.013141936
"Asaphus",4,0,0,1.148106715,1.151747064
"Asaphus",5,0,0,-0.945683692,1.151747064
"Asaphus",6,1,0,-1.185468733,1.151747064
"Asaphus (Neoasaphus)",4,1,0,0.406648795,1.151747064
"Asteropyge",17,0,0,-1.725534014,0.496911274
"Asteropyge",18,0,0,-0.9059852,0.496911274
"Asteropyge",19,1,0,0.830715019,0.496911274
"Astroproetus",5,0,0,-0.945683692,0.129117835
"Astroproetus",9,0,0,0.814299654,0.129117835
"Astroproetus",10,1,0,-1.318162762,0.129117835
"Astycoryphe",17,0,0,0.371106756,-1.061446831
"Astycoryphe",18,0,0,-0.9059852,-1.061446831
"Astycoryphe",19,1,0,0.05164428,-1.061446831
"Atractopyge",4,0,0,1.093570091,1.197443166
"Atractopyge",5,0,0,0.974118262,1.197443166
"Atractopyge",6,1,0,1.097170406,1.197443166
"Aulacoparia",1,1,0,-0.147298557,-0.046081415
"Aulacoparia (Aulacoparia)",1,1,0,-1.305024977,-0.046081415
"Aulacopleura",5,0,0,-0.945683692,-0.382119332
"Aulacopleura",9,0,0,1.20217694,-0.382119332
"Aulacopleura",10,0,0,-0.931850727,-0.382119332
"Aulacopleura",11,0,0,0.495239169,-0.382119332
"Aulacopleura",12,0,0,0.506834166,-0.382119332
"Aulacopleura",13,0,0,-1.049978635,-0.382119332
"Aulacopleura",14,0,0,0,-0.382119332
"Aulacopleura",18,0,0,0.073883935,-0.382119332
"Aulacopleura",19,1,0,1.123218346,-0.382119332
"Aulacopleura (Paraaulacopleura)",3,0,0,-0.596780284,-0.382119332
"Aulacopleura (Paraaulacopleura)",5,1,0,0.100585716,-0.382119332
"Aulacopleurina",19,1,0,-0.246928201,-1.053209083
"Barrandia",3,0,0,-0.596780284,1.623428902
"Barrandia",4,0,0,-0.168338423,1.623428902
"Barrandia",5,1,0,1.094246136,1.623428902
"Basilicus",1,0,0,0.049203079,1.60159879
"Basilicus",2,0,0,-0.73925552,1.60159879
"Basilicus",4,0,0,1.137297546,1.60159879
"Basilicus",5,1,0,-0.945683692,1.60159879
"Basilicus (Basiliella)",1,0,0,1.010163317,1.445950987
"Basilicus (Basiliella)",2,0,0,0.294754797,1.445950987
"Basilicus (Basiliella)",4,0,0,1.064704651,1.445950987
"Basilicus (Basiliella)",5,1,0,-0.945683692,1.445950987
"Bathycheilus",1,0,0,0.597631624,0.048000658
"Bathycheilus",2,0,0,0.967131682,0.048000658
"Bathycheilus",4,1,0,0.687911194,0.048000658
"Bathyurellus",2,0,0,1.597694521,-0.933363605
"Bathyurellus",3,0,0,0.981796359,-0.933363605
"Bathyurellus",4,1,0,-0.225715861,-0.933363605
"Bathyurus",1,1,0,1.058250514,0.561956246
"Bavarilla",1,1,0,0.604482899,0.524838021
"Bellefontia",1,1,0,0.74478734,0.660814698
"Benthamaspis",1,0,0,0.70517884,-0.365818798
"Benthamaspis",2,0,0,-0.73925552,-0.365818798
"Benthamaspis",4,1,0,-1.234632203,-0.365818798
"Bergamia",4,1,0,-1.234632203,-0.032230007
"Bienvillia",1,0,0,0.914128239,-1.152942646
"Bienvillia",2,1,0,-0.73925552,-1.152942646
"Birmanites",1,0,0,0.195343378,0.925448557
"Birmanites",4,0,0,0.844215581,0.925448557
"Birmanites",5,0,0,1.474338679,0.925448557
"Birmanites",6,1,0,1.065979415,0.925448557
"Bohemopyge",2,0,0,-0.73925552,0.194198771
"Bohemopyge",4,1,0,-1.234632203,0.194198771
"Bojoscutellum",17,0,0,0.356522891,-0.365599321
"Bojoscutellum",18,1,0,-0.9059852,-0.365599321
"Bolbocephalus",1,0,0,0.46950146,1.366176058
"Bolbocephalus",2,1,0,1.146132233,1.366176058
"Bollandia",24,1,0,0.307912636,0.390608533
"Borogothus",1,1,0,-1.124420229,0.665842324
"Borthaspidella",1,1,0,-1.305024977,-0.226769391
"Botrioides",4,1,0,-0.076274285,-0.782669999
"Bouleia",18,1,0,-0.9059852,1.222454277
"Brachymetopus",23,0,0,1.004729764,-0.363078272
"Brachymetopus",24,0,0,1.138163423,-0.363078272
"Brachymetopus",26,0,0,0,-0.363078272
"Brachymetopus",29,0,0,1.032436221,-0.363078272
"Brachymetopus",30,0,0,-0.771346118,-0.363078272
"Brachymetopus",33,0,0,0.791349454,-0.363078272
"Brachymetopus",34,1,0,-1.099957607,-0.363078272
"Brachymetopus (Brachymetopus)",23,0,0,0,-1.406731112
"Brachymetopus (Brachymetopus)",24,1,0,0,-1.406731112
"Brackebuschia",1,1,0,0.261467015,-2.635347612
"Breviscutellum",17,1,0,0.633758953,0.833472241
"Broeggerolithus",5,1,0,1.089800691,-0.779934578
"Brongniartella",4,0,0,-1.234632203,1.901949861
"Brongniartella",5,0,0,0.098291582,1.901949861
"Brongniartella",6,0,0,0.907755216,1.901949861
"Brongniartella",7,0,0,1.769455525,1.901949861
"Bronteopsis",1,0,0,-1.305024977,0.517788994
"Bronteopsis",4,0,0,0.189122312,0.517788994
"Bronteopsis",5,0,0,1.242262094,0.517788994
"Bronteopsis",6,1,0,1.026139281,0.517788994
"Bronteopsis",15,1,0,-1.099213968,0.517788994
"Bulbaspis",5,1,0,-0.945683692,-1.393167854
"Bumastoides",4,0,0,-1.234632203,1.624538643
"Bumastoides",5,0,0,1.072776681,1.624538643
"Bumastoides",7,1,0,-0.667231623,1.624538643
"Bumastus",1,0,0,0.699271328,1.641457841
"Bumastus",4,0,0,0.375679156,1.641457841
"Bumastus",5,0,0,-0.945683692,1.641457841
"Bumastus",6,0,0,0.991205215,1.641457841
"Bumastus",7,0,0,-0.667231623,1.641457841
"Bumastus",9,0,0,1.16731096,1.641457841
"Bumastus",10,0,0,0.647062244,1.641457841
"Bumastus",11,0,0,1.032807749,1.641457841
"Bumastus",12,0,0,1.382450555,1.641457841
"Bumastus",13,0,0,1.024583461,1.641457841
"Bumastus",14,0,0,0.955109569,1.641457841
"Bumastus",15,1,0,-1.099213968,1.641457841
"Burmeisteria",16,0,0,0.667713561,1.784796078
"Burmeisteria",18,0,0,1.248571856,1.784796078
"Burmeisteria",19,1,0,0.120770952,1.784796078
"Buttsia",1,1,0,-1.305024977,-0.371870552
"Calmonia",18,0,0,0.963239206,1.038132306
"Calmonia",19,1,0,-1.300501397,1.038132306
"Calvinella",1,1,0,0.819520682,0.810891441
"Calymene",1,0,0,-1.305024977,1.085798263
"Calymene",4,0,0,-1.234632203,1.085798263
"Calymene",6,0,0,0.838531162,1.085798263
"Calymene",7,0,0,-0.667231623,1.085798263
"Calymene",9,0,0,1.042712559,1.085798263
"Calymene",10,0,0,0.720188975,1.085798263
"Calymene",11,0,0,0.903528051,1.085798263
"Calymene",12,0,0,0.974924345,1.085798263
"Calymene",13,0,0,1.123604198,1.085798263
"Calymene",14,0,0,0.730360232,1.085798263
"Calymene",15,1,0,1.090578753,1.085798263
"Calymenella",1,0,0,-1.305024977,1.223107699
"Calymenella",4,0,0,-1.234632203,1.223107699
"Calymenella",5,0,0,0.197685759,1.223107699
"Calymenella",6,0,0,0.556064288,1.223107699
"Calymenella",7,0,0,-0.667231623,1.223107699
"Calymenella",10,1,0,-1.318162762,1.223107699
"Calyptaulax",4,0,0,0.864554306,0.461630667
"Calyptaulax",5,0,0,1.343438686,0.461630667
"Calyptaulax",6,0,0,0.966855389,0.461630667
"Calyptaulax",7,1,0,-0.667231623,0.461630667
"Carbonocoryphe",23,0,0,0,0.105597971
"Carbonocoryphe",24,1,0,-1.519708633,0.105597971
"Carolinites",1,0,0,-1.305024977,-2.304853614
"Carolinites",2,0,0,1.809823261,-2.304853614
"Carolinites",3,0,0,3.510874351,-2.304853614
"Carolinites",4,1,0,1.140942205,-2.304853614
"Cekovia",5,0,0,1.292353067,-0.233032082
"Cekovia",6,1,0,-1.185468733,-0.233032082
"Celmus",4,0,0,-1.234632203,-0.168055623
"Celmus",5,0,0,-0.945683692,-0.168055623
"Celmus",6,1,0,-0.403675271,-0.168055623
"Ceratarges",18,0,0,0,0.546239902
"Ceratarges",19,1,0,0.84593809,0.546239902
"Ceratocephala",5,0,0,-0.945683692,-0.503854793
"Ceratocephala",6,0,0,0.845636872,-0.503854793
"Ceratocephala",9,0,0,1.202167815,-0.503854793
"Ceratocephala",10,0,0,1.034487263,-0.503854793
"Ceratocephala",11,0,0,0.996722858,-0.503854793
"Ceratocephala",12,0,0,-1.009377896,-0.503854793
"Ceratocephala",13,0,0,1.181291175,-0.503854793
"Ceratocephala",14,0,0,1.16728889,-0.503854793
"Ceratocephala",15,0,0,-1.099213968,-0.503854793
"Ceratocephala",16,0,0,0.711458575,-0.503854793
"Ceratocephala",17,0,0,0.781485849,-0.503854793
"Ceratocephala",18,1,0,1.300531194,-0.503854793
"Ceratopyge",1,1,0,1.022785545,0.02293151
"Ceraurinella",2,0,0,-0.73925552,-0.372851546
"Ceraurinella",4,0,0,0.93398475,-0.372851546
"Ceraurinella",5,0,0,1.356336262,-0.372851546
"Ceraurinella",6,1,0,0.395795737,-0.372851546
"Ceraurinus",4,0,0,1.052796064,1.016699819
"Ceraurinus",5,0,0,0.477035847,1.016699819
"Ceraurinus",6,1,0,1.052148385,1.016699819
"Ceraurus",5,0,0,1.125433518,0.053773951
"Ceraurus",6,1,0,0.450848052,0.053773951
"Changia",1,1,0,0.60554894,1.196572575
"Chasmops",4,0,0,0.35853725,0.403793275
"Chasmops",5,0,0,-0.945683692,0.403793275
"Chasmops",6,1,0,0.638913259,0.403793275
"Cheiropyge",31,0,0,-0.934554047,-0.031816977
"Cheiropyge",33,0,0,-1.435285181,-0.031816977
"Cheiropyge",35,0,0,0,-0.031816977
"Cheiropyge",36,0,0,-0.751164201,-0.031816977
"Cheiropyge",37,1,0,-0.40824829,-0.031816977
"Cheirurus",5,0,0,-0.945683692,1.158963135
"Cheirurus",6,0,0,1.079536554,1.158963135
"Cheirurus",7,0,0,-0.667231623,1.158963135
"Cheirurus",9,0,0,0.956324856,1.158963135
"Cheirurus",10,0,0,0.775631603,1.158963135
"Cheirurus",11,0,0,1.02523772,1.158963135
"Cheirurus",12,0,0,0.590988666,1.158963135
"Cheirurus",13,0,0,0.070757092,1.158963135
"Cheirurus",14,0,0,1.044840994,1.158963135
"Cheirurus",15,0,0,1.00840629,1.158963135
"Cheirurus",16,0,0,0.822999196,1.158963135
"Cheirurus",17,0,0,0.77063702,1.158963135
"Cheirurus",19,1,0,-0.246928201,1.158963135
"Chomatopyge",4,1,0,-1.234632203,-1.671517335
"Cnemidopyge",4,0,0,0.708516549,-1.126325358
"Cnemidopyge",5,1,0,-0.945683692,-1.126325358
"Colpocoryphe",1,0,0,-1.305024977,-0.661470804
"Colpocoryphe",2,0,0,0.967131682,-0.661470804
"Colpocoryphe",4,0,0,0.947833298,-0.661470804
"Colpocoryphe",5,1,0,-0.945683692,-0.661470804
"Conolichas",4,0,0,-1.234632203,0.230346086
"Conolichas",5,0,0,-0.945683692,0.230346086
"Conolichas",6,1,0,-1.185468733,0.230346086
"Cordania",16,0,0,-1.459326062,-0.295529651
"Cordania",20,1,0,-1.006880796,-0.295529651
"Cornuproetus",9,0,0,-1.025088558,0.077591266
"Cornuproetus",11,0,0,-1.282184733,0.077591266
"Cornuproetus",13,0,0,0,0.077591266
"Cornuproetus",17,0,0,0.77063702,0.077591266
"Cornuproetus",18,0,0,1.353891055,0.077591266
"Cornuproetus",19,1,0,0.867162728,0.077591266
"Cornuproetus (Cornuproetus)",17,0,0,-0.052567304,0.077591266
"Cornuproetus (Cornuproetus)",19,1,0,0.873433393,0.077591266
"Coronocephalus",9,0,0,-1.025088558,1.236808604
"Coronocephalus",10,0,0,0.693593297,1.236808604
"Coronocephalus",11,1,0,-1.282184733,1.236808604
"Coronura",19,1,0,-1.300501397,1.623428902
"Crassiproetus",15,0,0,-1.099213968,0.284182032
"Crassiproetus",17,0,0,-1.725534014,0.284182032
"Crassiproetus",18,0,0,0.548867634,0.284182032
"Crassiproetus",19,0,0,0.575537056,0.284182032
"Crassiproetus",20,1,0,0.637284276,0.284182032
"Cromus",7,0,0,0,0.386566239
"Cromus",9,0,0,-1.025088558,0.386566239
"Cromus",10,0,0,0.166900444,0.386566239
"Cromus",13,0,0,0.34048089,0.386566239
"Cromus",14,0,0,0.020191933,0.386566239
"Cromus",15,1,0,-1.099213968,0.386566239
"Crozonaspis",4,0,0,0.584722691,1.019487759
"Crozonaspis",6,1,0,0.248919944,1.019487759
"Cryphaeoides",19,1,0,-1.300501397,0.919635893
"Cryphops",21,0,0,-0.716728955,-0.554563315
"Cryptolithus",5,0,0,-0.945683692,-0.550459595
"Cryptolithus",6,0,0,0.510361751,-0.550459595
"Cryptolithus",7,1,0,-0.667231623,-0.550459595
"Cummingella",24,0,0,1.142846333,-0.281948119
"Cummingella",31,1,0,-0.315693022,-0.281948119
"Cybele",2,1,0,-0.73925552,-0.163658416
"Cybeloides",3,0,0,-0.596780284,-2.029237414
"Cybeloides",5,0,0,1.135687289,-2.029237414
"Cybeloides",6,1,0,0.609465933,-2.029237414
"Cybelopsis",3,0,0,0.641216745,0.037399292
"Cybelopsis",4,1,0,-1.234632203,0.037399292
"Cyclopyge",1,0,0,1.015492323,0.098473847
"Cyclopyge",2,0,0,-0.73925552,0.098473847
"Cyclopyge",4,0,0,1.135186226,0.098473847
"Cyclopyge",5,0,0,1.402146268,0.098473847
"Cyclopyge",6,1,0,1.153970312,0.098473847
"Cyphoniscus",5,1,0,-0.945683692,-1.710204848
"Cyrtometopus",1,0,0,-1.305024977,0.885278394
"Cyrtometopus",4,1,0,1.006037751,0.885278394
"Cyrtoproetus",24,1,0,0.235523418,-0.389044261
"Dactylocephalus",1,0,0,0.886390158,0.578284356
"Dactylocephalus",2,1,0,-0.73925552,0.578284356
"Dalmanites",6,0,0,-1.185468733,1.317865764
"Dalmanites",9,0,0,-0.192023851,1.317865764
"Dalmanites",10,0,0,1.023410755,1.317865764
"Dalmanites",11,0,0,0.857507051,1.317865764
"Dalmanites",12,0,0,-0.673452312,1.317865764
"Dalmanites",13,0,0,0.735748743,1.317865764
"Dalmanites",14,0,0,-1.056265867,1.317865764
"Dalmanites",15,0,0,1.198192561,1.317865764
"Dalmanites",16,0,0,0.906797264,1.317865764
"Dalmanites",17,0,0,-1.725534014,1.317865764
"Dalmanites",18,0,0,-0.9059852,1.317865764
"Dalmanites",19,1,0,0.86517924,1.317865764
"Dalmanitina",4,0,0,-1.234632203,0.941969345
"Dalmanitina",5,0,0,1.003446888,0.941969345
"Dalmanitina",6,0,0,0.890037587,0.941969345
"Dalmanitina",7,0,0,1.968756417,0.941969345
"Dalmanitina",10,1,0,-1.318162762,0.941969345
"Dalmanitina (Dalmanitina)",6,1,0,0.881839436,0.941969345
"Dasometopus",1,1,0,-1.305024977,-0.609977644
"Deanaspis",5,0,0,-0.945683692,-0.186260376
"Deanaspis",6,1,0,0.172761233,-0.186260376
"Dechenella",17,0,0,0.905302887,0.490574919
"Dechenella",18,0,0,1.420840059,0.490574919
"Dechenella",19,0,0,1.345426353,0.490574919
"Dechenella",20,1,0,1.102294805,0.490574919
"Dechenella (Dechenella)",18,0,0,0,0.159801653
"Dechenella (Dechenella)",19,0,0,0.832163018,0.159801653
"Dechenella (Dechenella)",20,1,0,0.951888894,0.159801653
"Decoroproetus",5,0,0,1.133818149,-0.177639741
"Decoroproetus",6,0,0,1.146662077,-0.177639741
"Decoroproetus",7,0,0,0.904299249,-0.177639741
"Decoroproetus",9,0,0,1.111227989,-0.177639741
"Decoroproetus",10,0,0,1.009306208,-0.177639741
"Decoroproetus",11,0,0,1.028642391,-0.177639741
"Decoroproetus",12,0,0,1.390271986,-0.177639741
"Decoroproetus",13,0,0,-1.049978635,-0.177639741
"Decoroproetus",14,0,0,1.167322387,-0.177639741
"Decoroproetus",16,0,0,-0.473017721,-0.177639741
"Decoroproetus",17,1,0,-1.725534014,-0.177639741
"Decoroscutellum",14,0,0,0.034626845,1.153705797
"Decoroscutellum",16,0,0,-0.473017721,1.153705797
"Decoroscutellum",17,1,0,-1.725534014,1.153705797
"Degamella",1,0,0,-1.305024977,-0.589387514
"Degamella",4,1,0,0.859558333,-0.589387514
"Deiphon",9,0,0,0.791790713,-0.106779891
"Deiphon",10,0,0,-1.318162762,-0.106779891
"Deiphon",11,0,0,1.084312677,-0.106779891
"Deiphon",12,0,0,1.386996543,-0.106779891
"Deiphon",13,0,0,1.024387245,-0.106779891
"Deiphon",14,1,0,-1.056265867,-0.106779891
"Delaria",33,0,0,0.243511703,-0.293685108
"Delaria",34,0,0,0.79210099,-0.293685108
"Delaria",35,1,0,-0.644155442,-0.293685108
"Denckmannites",14,0,0,-0.444313509,0.98845039
"Denckmannites",16,0,0,-1.459326062,0.98845039
"Denckmannites",17,1,0,-1.725534014,0.98845039
"Denemarkia",17,1,0,0.63914177,-1.228582739
"Dentaloscutellum",18,1,0,-0.9059852,-0.429598139
"Diacalymene",6,0,0,-1.185468733,0.174790464
"Diacalymene",9,0,0,1.111149988,0.174790464
"Diacalymene",10,0,0,-0.18882648,0.174790464
"Diacalymene",11,0,0,0.143991053,0.174790464
"Diacalymene",12,1,0,-1.009377896,0.174790464
"Diacanthaspis",5,0,0,1.37579864,-1.589872116
"Diacanthaspis",6,0,0,1.131077433,-1.589872116
"Diacanthaspis",7,0,0,-0.667231623,-1.589872116
"Diacanthaspis",13,0,0,-1.049978635,-1.589872116
"Diacanthaspis",14,1,0,-1.056265867,-1.589872116
"Diacoryphe",23,1,0,0.753313258,-0.652273147
"Diceratopyge",1,1,0,-1.305024977,-0.842184681
"Dichelepyge",1,1,0,0.796208972,-1.42320088
"Dicranopeltis",6,0,0,0.490637365,1.150264766
"Dicranopeltis",7,0,0,-0.667231623,1.150264766
"Dicranopeltis",9,0,0,1.108999442,1.150264766
"Dicranopeltis",10,0,0,0.702623501,1.150264766
"Dicranopeltis",11,0,0,0.143991053,1.150264766
"Dicranopeltis",12,0,0,1.384504209,1.150264766
"Dicranopeltis",13,1,0,-1.049978635,1.150264766
"Dicranurus",10,0,0,-1.318162762,0.39903327
"Dicranurus",16,0,0,-1.459326062,0.39903327
"Dicranurus",17,1,0,0.781485849,0.39903327
"Dikelokephalina",1,0,0,1.022356101,0.999831801
"Dikelokephalina",2,0,0,-0.73925552,0.999831801
"Dikelokephalina",5,1,0,-0.945683692,0.999831801
"Dimeropyge",4,0,0,-1.234632203,-1.4769363
"Dimeropyge",5,1,0,-0.481912965,-1.4769363
"Dimeropygiella",1,1,0,-1.305024977,-3.048677682
"Dindymene",4,0,0,0.858842101,0.006773171
"Dindymene",5,0,0,-0.763233182,0.006773171
"Dindymene",6,1,0,1.131323832,0.006773171
"Dionide",4,0,0,1.135186226,0.467800781
"Dionide",5,0,0,1.464196339,0.467800781
"Dionide",6,1,0,1.140088325,0.467800781
"Dionidella",4,0,0,-1.234632203,-1.064260876
"Dionidella",6,1,0,0.858576945,-1.064260876
"Dipleura",18,0,0,-0.9059852,0.059232427
"Dipleura",19,0,0,-1.300501397,0.059232427
"Dipleura",20,1,0,1.058612252,0.059232427
"Ditomopyge",24,0,0,-1.519708633,-0.443509923
"Ditomopyge",27,0,0,-0.577350269,-0.443509923
"Ditomopyge",28,0,0,0,-0.443509923
"Ditomopyge",29,0,0,0.995161716,-0.443509923
"Ditomopyge",30,0,0,1.270247547,-0.443509923
"Ditomopyge",31,0,0,1.152540735,-0.443509923
"Ditomopyge",32,0,0,1.088242717,-0.443509923
"Ditomopyge",33,0,0,0.749245973,-0.443509923
"Ditomopyge",34,0,0,1.408591981,-0.443509923
"Ditomopyge",35,0,0,1.186415852,-0.443509923
"Ditomopyge",36,0,0,-0.751164201,-0.443509923
"Ditomopyge",37,1,0,-0.40824829,-0.443509923
"Dolichoharpes",5,1,0,0.819790284,0.018700815
"Ductina",17,0,0,-1.725534014,-0.721972795
"Ductina",19,1,0,-1.300501397,-0.721972795
"Dudleyaspis",10,0,0,-1.318162762,-0.433004373
"Dudleyaspis",11,0,0,-1.282184733,-0.433004373
"Dudleyaspis",12,0,0,-1.009377896,-0.433004373
"Dudleyaspis",14,1,0,-1.056265867,-0.433004373
"Dysplanus",4,0,0,-1.234632203,0.912765099
"Dysplanus",6,1,0,-1.185468733,0.912765099
"Eccoptochile",4,0,0,0.560683319,1.469658222
"Eccoptochile",5,0,0,0.197685759,1.469658222
"Eccoptochile",6,1,0,-1.185468733,1.469658222
"Echinolichas",19,0,0,0.537985966,-0.165045231
"Echinolichas",20,1,0,-1.006880796,-0.165045231
"Ectenaspis",6,1,0,-1.185468733,1.488149596
"Ectillaenus",4,0,0,0.860088047,1.114386239
"Ectillaenus",5,1,0,-0.945683692,1.114386239
"Eifliarges",19,1,0,0.05164428,-1.367467213
"Elasmaspis",6,1,0,-1.185468733,-0.017757657
"Eleutherocentrus",3,1,0,0.981796359,1.01730383
"Ellipsotaphrus",4,0,0,0.860088047,-0.17084131
"Ellipsotaphrus",5,1,0,-0.945683692,-0.17084131
"Emmrichops",4,1,0,-1.234632203,0.517616538
"Encrinurella",2,0,0,-0.73925552,-2.42277651
"Encrinurella",6,1,0,0.833262354,-2.42277651
"Encrinuroides",4,0,0,-1.234632203,0.348948607
"Encrinuroides",5,0,0,1.343438686,0.348948607
"Encrinuroides",6,0,0,1.084260363,0.348948607
"Encrinuroides",9,0,0,1.283601367,0.348948607
"Encrinuroides",10,1,0,0.284054944,0.348948607
"Encrinurus",4,0,0,-1.234632203,-0.021538147
"Encrinurus",5,0,0,-0.945683692,-0.021538147
"Encrinurus",6,0,0,-1.185468733,-0.021538147
"Encrinurus",7,0,0,-0.667231623,-0.021538147
"Encrinurus",9,0,0,0.893135905,-0.021538147
"Encrinurus",10,0,0,1.055385474,-0.021538147
"Encrinurus",11,0,0,1.104283934,-0.021538147
"Encrinurus",12,0,0,0.974914415,-0.021538147
"Encrinurus",13,0,0,1.283178124,-0.021538147
"Encrinurus",14,0,0,0.955109569,-0.021538147
"Encrinurus",15,0,0,1.304546242,-0.021538147
"Encrinurus",16,1,0,0.701822933,-0.021538147
"Endymionia",2,0,0,-0.73925552,-1.500908959
"Endymionia",4,0,0,1.108123589,-1.500908959
"Endymionia",5,1,0,-0.945683692,-1.500908959
"Entomaspis",1,1,0,-1.305024977,-0.965785934
"Eobronteus",4,0,0,-1.234632203,1.084247771
"Eobronteus",6,0,0,-0.006439934,1.084247771
"Eobronteus",7,1,0,-0.667231623,1.084247771
"Eocryphops",19,1,0,-0.176523768,0.158748752
"Eocyphinium",24,1,0,0.205481426,0.165207265
"Eodalmanitina",4,1,0,0.394148432,0.663202025
"Eoharpes",4,1,0,1.053848776,-0.169335875
"Eophacops",10,0,0,-1.318162762,-0.080508727
"Eophacops",11,0,0,1.084312677,-0.080508727
"Eophacops",12,0,0,0.280420261,-0.080508727
"Eophacops",13,0,0,0.070757092,-0.080508727
"Eophacops",14,0,0,-1.056265867,-0.080508727
"Eophacops",15,1,0,-0.395225288,-0.080508727
"Eorobergia",1,0,0,-0.684369743,0.226807686
"Eorobergia",4,0,0,0.927489353,0.226807686
"Eorobergia",5,0,0,0.490937426,0.226807686
"Eorobergia",6,1,0,0.001476159,0.226807686
"Eremiproetus",14,0,0,0.034626845,0.801786284
"Eremiproetus",15,0,0,-0.081901793,0.801786284
"Eremiproetus",17,0,0,0.371106756,0.801786284
"Eremiproetus",19,0,0,0.801701489,0.801786284
"Eremiproetus",20,1,0,-1.006880796,0.801786284
"Erixanium",1,1,0,-1.305024977,0.836016756
"Eudolatites",5,0,0,-0.945683692,-0.20781334
"Eudolatites",6,1,0,0.459999076,-0.20781334
"Euloma",1,0,0,1.071840146,-0.298738671
"Euloma",2,1,0,1.185626347,-0.298738671
"Eurekia",1,1,0,0.719885006,0.576809324
"Failleana",6,0,0,-0.403675271,0.293080221
"Failleana",9,0,0,0.813527805,0.293080221
"Failleana",10,1,0,-0.237931424,0.293080221
"Falanaspis",1,1,0,-0.160679907,-1.845185401
"Famatinolithus",2,0,0,0.641963544,-0.998047094
"Famatinolithus",4,1,0,-0.094839382,-0.998047094
"Flexicalymene",4,0,0,0.803999198,0.330588651
"Flexicalymene",5,0,0,1.314577874,0.330588651
"Flexicalymene",6,0,0,0.980448032,0.330588651
"Flexicalymene",7,1,0,1.432445523,0.330588651
"Flexicalymene (Flexicalymene)",6,0,0,-1.185468733,0.330588651
"Flexicalymene (Flexicalymene)",10,1,0,-1.318162762,0.330588651
"Gaotania",9,0,0,-1.025088558,-0.217785174
"Gaotania",10,1,0,0.699661373,-0.217785174
"Glaphurina",5,1,0,1.299509348,0.076587539
"Glaphurus",1,0,0,0.02588269,-0.828681146
"Glaphurus",4,0,0,-0.225715861,-0.828681146
"Glaphurus",5,1,0,0.100585716,-0.828681146
"Globampyx",4,1,0,-1.234632203,-1.388572129
"Gog",4,1,0,-1.234632203,1.653403958
"Goniophrys",1,1,0,0.141369239,-1.512137886
"Gravicalymene",4,0,0,-0.203791129,-0.294702938
"Gravicalymene",6,0,0,0.898007169,-0.294702938
"Gravicalymene",7,0,0,0,-0.294702938
"Gravicalymene",10,0,0,0.573730255,-0.294702938
"Gravicalymene",14,0,0,-1.056265867,-0.294702938
"Gravicalymene",15,0,0,-0.387815879,-0.294702938
"Gravicalymene",16,0,0,0.855354501,-0.294702938
"Gravicalymene",17,0,0,0.781539335,-0.294702938
